	ATAC_seq	CTCF	H3K4me1	H3K4me3	H3K27ac	H3K27me3
chr1	62969.960736133384	956747.4328301017	981669.4431486903	1034950.1146726795	1073956.2637016457	923436.98838595
chr2	59725.189790092874	969690.8471457122	975719.1341357036	896069.314232052	918971.9549494742	975814.2361604674
chr3	46098.16410460077	808165.2308957311	812611.954273952	735128.5787588658	741888.1389906903	790380.5471104181
chr4	36234.69639266729	746687.3764120169	708716.444013492	611368.3782677952	550479.4709313081	759831.2654009776
chr5	40642.55215195286	715512.1948130671	702461.8206617117	641550.4622169867	616608.3852497432	726030.8398872782
chr6	39732.09580274661	700908.8410484659	704047.1877924263	686212.9458830665	669113.8693638191	699446.6086502165
chr7	39586.600531060896	625878.657755738	620951.7453838752	600335.0684697807	568857.8902005401	615999.3257361149
chr8	35187.31995620064	581848.4610014246	573133.80676904	516310.2598169407	500287.35603055777	591195.6702253725
chr9	30706.39651795989	466448.2503694909	473171.76661973866	470765.9935389865	480068.7526071033	459133.3402321182
chr10	37395.252635102916	540770.7333898124	555609.8731324711	524817.6654415509	548048.2072285499	547955.0131106467
chr11	37210.29610580699	565293.3771736893	562698.2118667188	596209.0121641931	600661.8850331847	540843.6989249558
chr12	34473.79355996967	559156.5919195316	564576.0177454075	582735.9994747231	587762.878240543	539991.4641006022
chr13	19800.20936430581	385755.13362053916	370659.11570510326	318279.45991642604	295064.8668855491	392435.9910531931
chr14	23093.89867736083	373591.52593395574	380176.74236018665	381608.0421802322	409245.01667307416	355421.39786328486
chr15	22579.04376760097	334492.0740035073	347674.00807948573	354159.827748765	371537.32662810356	330507.3586434334
chr16	27080.723683261313	326043.037869128	340912.0296909735	398466.70112372615	395870.34556507936	302465.16456450906
chr17	29287.038710685352	364716.9899321979	394715.2344587339	510572.00039073237	545700.0376384361	319597.03910199343
chr18	17853.165741181834	302082.7292248633	293960.9851294697	253631.8458604952	239325.08937796063	311126.48039302236
chr19	25043.799874627497	278878.2624333658	291280.85317754745	515553.9137762068	481219.9382701854	219896.93482581407
chr20	20664.6882369292	267005.2064005974	277679.7338224786	289928.2204528516	308389.73125023174	268061.2007271392
chr21	8973.068854581657	138593.23726691087	140255.70129735573	131008.87692310257	139913.91288019792	137537.78082345976
chr22	14711.362047694622	156108.25140599112	174975.2709634363	210998.66365527635	244590.50948358988	138753.08201941664
chrX	30567.40151900082	570435.5858351949	510755.3845317603	450853.7731761281	371650.60158879	759479.8147065877
chrY	0.0	0.0	0.0	0.0	0.0	0.0
