	ATAC_seq	CTCF	H3K4me1	H3K4me3	H3K27ac	H3K27me3
chr1	921405.0389571943	956983.661975361	889687.6267970771	894839.433484798	979999.9140129705	871018.9612106716
chr2	1035644.452701795	958242.095071422	918303.9692707928	770556.0244126575	809543.3065785536	910878.6075189962
chr3	858492.2100579187	794397.8093458134	765701.311531007	632792.9610401914	661908.4972016771	749393.9930049556
chr4	855400.0707168124	696210.5679193803	700405.2993051742	529741.7713559412	466916.3052508931	706610.5673312799
chr5	778891.6562963569	698166.0412260795	681853.2788378821	560691.3155014912	557540.3136814134	678995.722224787
chr6	736019.810896377	690149.7710796915	655961.0856659444	582739.0642097789	574596.3292069641	647062.2732736248
chr7	667664.8818421221	617143.2577454414	582527.3655062718	526119.7800279397	491009.3875336826	589175.744703244
chr8	630700.7305534516	573229.670846453	556027.2740359955	456003.6408222768	463664.6060730549	558837.6603669925
chr9	470554.1702323672	466311.1837824884	441169.8234197148	416555.39488153387	435053.67585461505	437878.88465066947
chr10	537585.8478467659	544607.0575386966	519235.3870215028	463664.9929902263	507328.1273444547	516592.10713182803
chr11	561570.2512700392	552806.555054464	526489.4218906233	517787.14871131576	556643.2889196081	521586.3180626568
chr12	546520.1544133681	553548.5020003802	517282.5212583946	506391.31019540044	521205.19356729765	512395.56270360237
chr13	430436.925401802	359818.44200318353	363286.21522922016	272844.9589065306	251207.25318537996	366909.8426845207
chr14	360173.8490908281	366860.8868395571	346605.58015909663	323978.34125425486	344129.62593408494	342346.4957849236
chr15	302919.1097246944	340131.7869393246	312422.0324794359	305626.76378247753	332775.39232655347	307227.493332536
chr16	305408.6781033682	331075.79680374666	307795.3380998553	351067.5780880375	343557.11410858366	315292.2457316848
chr17	292909.11052129796	377665.347175833	332953.28671717405	444170.42021415214	494832.7431400545	325306.4429301577
chr18	328657.45800053334	290226.9305401087	297162.1042196429	230838.46740132893	230413.12675476863	297882.25221905415
chr19	191024.23823120602	270957.21416135784	235610.75266696152	451318.860570818	381695.7708927359	248022.02925556642
chr20	238817.2918373865	279352.125111699	254926.71432020792	254851.38874297377	277878.13143142767	259953.7858878984
chr21	144258.5734606903	139491.9544821479	136651.73674257012	119005.68078267496	131597.01930247401	135204.6756645033
chr22	125520.59169344786	161544.137919128	149300.75131483917	186634.66529002646	223528.27473001773	148665.81139069053
chrX	611741.8367399328	525735.8674760842	532437.8598604818	395936.79175873275	308278.65436540806	633448.6457346954
chrY	0.0	0.0	0.0	0.0	0.0	0.0
