	ATAC_seq	CTCF	H3K4me1	H3K4me3	H3K27ac	H3K27me3
chr1	64358.46980995002	883172.1663181122	876871.6369737679	880988.548208072	966430.8349913555	873756.8561750276
chr2	57832.5263047806	941817.0366019921	924198.9634072486	857456.2644253102	788413.8382996285	943557.481457536
chr3	45253.304322290496	791402.5205771388	776358.7172866134	725203.048249217	702348.8999595583	777075.2268252374
chr4	34502.81208483902	753568.7115152013	722456.2519798495	661772.2453314505	513502.9654775229	753759.1344992989
chr5	39251.91978138286	704006.1768439291	688058.3611052852	637658.2580855002	581235.585179319	704742.5496573447
chr6	38917.43012293638	680638.8632263474	663351.6322686567	637486.6682268182	580768.4668215407	679512.4946367928
chr7	37549.47761539863	601348.2153012385	587981.8805338583	559984.746075273	489589.3344430815	601305.9062899001
chr8	34001.06506212902	566187.0311622581	551832.8207508527	509796.3662047781	447052.7238525046	572259.3942398701
chr9	31027.481793182014	439374.84101930785	432564.85848469747	420714.5964706154	422046.62623208493	435022.38019875
chr10	36883.50541530937	514577.1694546847	512765.5493195747	483608.66566883796	531577.9517495671	514809.1404056794
chr11	37008.69662127203	522717.54628259863	512274.5682597089	508093.9728668014	503957.9371243408	516826.96333509544
chr12	34095.65847387896	525686.1434180796	515425.9579790438	512099.6193800793	520230.23948827706	522065.9798281413
chr13	19164.59478745526	388474.3993384516	375334.34048896655	339733.2614856782	267103.91763906257	390209.9044301344
chr14	23067.15765121826	350891.3122531283	342684.046561326	334659.72722191596	318469.06650862814	349144.97761759517
chr15	23494.03825987429	311120.87608444574	310252.5692983505	305354.47833207704	350893.4947917872	305204.2050520285
chr16	27233.460909732246	288259.29458496446	287617.8649758993	299606.3248496436	298825.0490948286	286668.68353233486
chr17	30677.73507638169	305393.56639240007	304943.1637238154	349067.6788212936	432513.0706377223	296717.5504064685
chr18	17446.193488044148	298264.30348461925	290630.40354090044	264882.26889488084	235349.62334846702	298835.27202706074
chr19	25469.467040157695	214245.73203369853	212335.71415029277	296154.6880755496	325359.6320882228	208101.9803893879
chr20	21018.6800622134	239536.07907805123	238580.519983336	234172.7369197611	248904.724197482	245677.15281677456
chr21	8974.995904525695	134380.00578740987	131092.1475343587	121895.12881210576	108749.95623574646	134249.65203427523
chr22	15008.47256347565	129328.99814920643	133501.0981754457	142852.06316419048	205308.4960832266	127428.64316940543
chrX	26847.875718484112	566858.7968080174	545979.8966850922	481885.3143318304	276053.44125677313	681085.1227498777
chrY	0.0	0.0	0.0	0.0	0.0	0.0
