	ATAC_seq	CTCF	H3K4me1	H3K4me3	H3K27ac	H3K27me3
chr1	910757.7776364286	925254.0186527281	985191.3039725894	988262.1890595844	1010162.5054361281	891911.6604049832
chr2	975280.7077340961	930831.2225133178	933101.8338452392	844583.4636358399	881866.9192925382	938585.4780199121
chr3	792701.2332500113	782110.3380296824	798617.7116898362	708732.1323000371	773800.9661769702	756092.2172705301
chr4	745717.1435739797	713061.4761192201	637612.2866772765	598623.498861191	600495.7895859773	718317.9131331928
chr5	717164.7443601146	689268.9612629687	677074.14369517	612908.8605462088	650686.6181325918	690624.140536246
chr6	686688.4032123697	678916.886116109	664399.2972783264	650181.691338396	644304.3236783838	663510.6857966105
chr7	630051.4980159984	596659.2663179783	587758.3536454544	570762.1988160505	561202.5237874717	602698.2494001178
chr8	581449.8304822776	556943.0161970236	537513.3192590493	496921.0843394371	521501.15894701687	569507.2403614896
chr9	451663.62221314845	447350.8701609094	457941.5767601135	453194.16560152534	459974.7952642027	442939.86291094474
chr10	540960.2655188087	522649.84296297276	558959.5709152971	500034.80169428495	555755.7775070029	530063.4306973367
chr11	532226.8867052222	543507.4887823038	549996.0392586722	559625.512633413	546619.2027138785	528629.4014936165
chr12	532968.2301198802	542119.0178432597	536844.8498270515	550887.0306381499	559969.4443257777	524568.3008822389
chr13	387694.179589677	369487.6607446461	340376.95490927127	309120.98060106864	319561.2429257141	373530.0242813408
chr14	350273.4254943446	352053.7677012143	351453.5402368344	353884.3303019371	352925.7292693575	353539.5587625366
chr15	324092.35584222496	326092.3031835861	356029.2131897686	337134.7551983659	354440.710305606	312979.75659092877
chr16	322597.59996815334	304152.607429699	326755.14573777444	375123.75193066034	344269.1531527704	312780.2526766523
chr17	320677.8255539823	351779.6401688919	392232.9060423549	476902.4851671504	447536.9742337707	323984.08551605284
chr18	309873.21752552513	289294.7574555505	275234.44231705554	248655.2716675141	262200.72064924834	297694.2331241048
chr19	226644.96761132643	259913.6890095627	275020.2597684818	465488.4388021977	362755.81867875776	243193.17494363998
chr20	255723.6556790406	254062.80911290905	270402.8576995416	267808.8959130599	279738.0315753901	268519.0991448979
chr21	142544.9887288514	131705.37092273615	125164.22432462862	120337.27508614535	121882.80560260311	134157.77527233225
chr22	148470.2123861973	148334.0828912144	188214.7944157066	191962.1891620584	217733.85115965	147438.66758658367
chrX	547063.7944689381	515644.80571611674	391161.6043914941	419076.6588219935	383900.5562075906	757454.9837487589
chrY	0.0	0.0	0.0	0.0	0.0	0.0
