	ATAC_seq	CTCF	H3K4me1	H3K4me3	H3K27ac	H3K27me3
chr1	888353.8736971704	891573.8279496849	894388.3536403732	885350.5681572477	903383.7754582359	858948.7862543694
chr2	977605.5225225036	933426.7884444076	968239.5680476647	904361.2908211604	925200.4457774668	916099.5245314597
chr3	791018.3053042699	781412.6333239274	819661.4300978687	760118.1766763525	778934.2025786218	761178.3923946044
chr4	757020.4647237522	738528.9344419574	787562.2239735456	716506.2014471905	718009.0221636469	725014.6595631667
chr5	715317.422232112	694754.7527008656	728090.2218905512	673229.9290308009	685536.8900188904	681915.6294251173
chr6	682216.6465645807	674344.074731812	702476.5476520413	665962.2182433886	669298.5229681686	658900.0461422327
chr7	614600.2862005839	599131.5067537891	616345.72831247	586661.5252600623	591560.5612483055	586026.9276202944
chr8	594740.3603169129	560315.5399961909	580745.3049461782	539270.3913209771	549557.870697325	550905.3645478155
chr9	452218.53459087183	441086.92789980175	448275.4644566924	432896.0846237647	446712.7507981855	428665.8068301373
chr10	530393.4958746942	512364.8500116312	524927.5371535411	496977.0552581159	520175.98896958114	502682.7714706765
chr11	526847.0817754124	527195.3950862656	528441.921971482	518246.5568946091	529373.8477397026	506786.1742775483
chr12	521882.93526560464	528687.7839872064	536685.1280702292	524686.9238289755	529139.0268181242	509209.2026794119
chr13	391087.36847537314	379876.56949750247	404832.33626532403	368231.53515881556	374879.8497988783	374783.8258199722
chr14	346361.18398909544	351238.18338848755	359020.3515265876	347574.46448589466	352158.6151558198	340814.3215337715
chr15	311693.984745854	312384.92880959867	313505.6064287355	306986.15704024007	314066.00217115186	302502.19249258336
chr16	314891.5702118819	293184.81507122435	283203.1088808361	299390.3700231826	290805.55912320636	285879.5183922033
chr17	301380.6716734749	316867.7298929329	297839.96952400537	334233.6234275441	335388.6328021909	298304.173641979
chr18	318949.79218119755	293099.3785059726	306160.4082247724	280789.6759325085	284801.14678604394	290051.4488982738
chr19	196845.44326124946	227487.49697683367	197763.9630528952	266030.80353344895	238722.7383208569	211803.12005482693
chr20	252831.52405089926	244731.36129874052	238171.65086074278	235953.92218424685	242734.44038329512	239424.54227074952
chr21	139500.88151874216	132925.2414501261	137758.46698940112	130252.75023415715	134036.08246608768	130591.4366291755
chr22	141159.72344431057	135244.41702590298	126230.02526411289	137488.87865185423	146442.59804400607	128875.63338443014
chrX	532979.3245275735	560832.0073721106	572659.1314641805	526997.5411879088	521043.4577510964	603376.1983417512
chrY	0.0	0.0	0.0	0.0	0.0	0.0
