	ATAC_seq	CTCF	H3K4me1	H3K4me3	H3K27ac	H3K27me3
chr1	939502.2688742857	908097.7260611429	962679.028907042	948187.9263357281	1040734.1142434841	891742.9217605903
chr2	1014454.3919439362	972822.1874157097	964445.4581649171	913801.9874476977	916636.319033898	953583.4299234344
chr3	828512.91554376	815240.1776989265	805197.9985330541	767634.3100418077	766181.7967968369	787338.3295447817
chr4	784268.6737271134	782264.3497049102	715977.9025646701	699615.1891688233	617386.4121304989	761933.0535526023
chr5	747675.1274325377	728699.9543943513	698623.0614894492	673918.3159921248	629307.2336330089	714575.1981407661
chr6	719293.0063961371	705431.2427632986	691860.9368822189	686624.3605063995	675801.0143508617	687219.2604602848
chr7	658614.8643835317	622703.9090664618	608477.783295191	594145.741253277	556403.0078307091	609958.1834335071
chr8	612771.7183225009	586995.2106624717	568462.1367259538	538286.8853605532	504917.5397947566	576879.0221849149
chr9	472732.585302914	452821.8548463547	470019.15830087167	448906.4041824313	474936.48898819415	445361.9803530375
chr10	559101.0350307039	530728.6721114705	546697.4631987715	511589.06438492367	544675.9281475111	524763.5045650813
chr11	554102.4931930649	537599.6639309939	550420.4119024284	542442.3820380017	556388.9048865073	525495.8007860866
chr12	552517.3810063665	544156.4728727054	550209.8914229379	550399.3307038523	561208.8423489892	531605.137533788
chr13	400566.01551403356	402541.03775296337	370864.0301837338	358908.58940632123	327412.9766334794	395373.8413042039
chr14	363884.613310596	363133.8268025035	368831.91848332254	362511.6092151225	377071.8091691819	353474.3958533434
chr15	325885.7852139596	319095.80388186756	339893.1313674782	325350.4964564245	348741.37360644306	314269.13998633344
chr16	330526.1377625914	297954.2351377006	329766.77980634006	327356.41109738377	340896.77074450615	293935.5246123606
chr17	323133.072715234	311531.63035555556	371041.96853982564	386237.7914411898	450034.9009754724	306514.2724914759
chr18	320979.6165065488	309750.42123794043	293180.0291385583	278059.6280910197	259009.65729816302	303356.1174416244
chr19	219756.4300458826	220264.3907458448	262782.6225605315	332947.635409074	346545.65996955056	214399.9398896208
chr20	262344.562631389	248350.0780810332	272259.2376486005	250583.80066405082	276077.0776747885	250078.18904838138
chr21	143084.49653755897	139433.7606373712	140218.17037664205	132509.39503146498	138951.68776297948	136420.41495684854
chr22	145963.86127595493	132977.10997819656	165511.71575256676	154281.4413229157	193978.72726246662	132296.23303888523
chrX	606215.1380224591	589340.9300776427	514205.31072351587	512808.0865876553	400061.93818511657	702068.0787546374
chrY	0.0	0.0	0.0	0.0	0.0	0.0
