	ATAC_seq	CTCF	H3K4me1	H3K4me3	H3K27ac	H3K27me3
chr1	63937.53731558072	516430.1492494932	767155.8410372454	862638.5136178394	745212.7210901733	743444.7351950662
chr2	58273.52153638669	543461.3113297139	724860.7020859994	892226.9189786676	670692.0249146889	736119.3705731935
chr3	47313.15836241511	448681.1297900302	600342.1252815553	748110.0295194342	539530.6103244638	592990.7353302012
chr4	37331.02352616098	414346.9158664409	470113.2217732451	686158.8126232969	398130.7280680387	492835.2605056829
chr5	40561.33695468019	400410.27920009266	507908.33112413523	666614.9469711841	468986.12448640994	501400.561458505
chr6	40618.79779894306	384605.13277980743	543337.7186315017	655276.7303265953	534601.3298721153	501861.2030809311
chr7	37228.05846336996	344365.89061840717	436058.1430474444	573546.014338698	402024.7872417736	442497.2825764817
chr8	33979.28073944561	327571.4700592213	411446.1403906038	535631.675973595	363836.2477523302	428222.63656621316
chr9	30304.201910899585	257703.63755542797	349696.3854509621	423222.8097991955	332494.3473124708	354144.0509773467
chr10	34983.14321429785	304509.3106428253	417247.21251812926	494757.6757657663	382314.9973270121	426480.0725182268
chr11	54710.9504164259	309302.9860910366	421530.6670921391	505767.1165621474	388932.31286337716	465528.8797621323
chr12	34398.30722036659	303925.68461620965	433504.73918187007	517304.6539145202	446272.79710010096	392052.8513088266
chr13	19917.327145534935	218220.60392914826	254191.61492004548	355217.9845223311	215587.85400239006	236451.0733746339
chr14	23300.251199053324	207304.93344874377	295514.662594308	344445.6754100164	300984.7621217165	242187.33430305016
chr15	22345.4196937249	187335.7291065395	284019.72620287404	310278.742504559	286577.8849492744	248426.9435335537
chr16	25601.936286691955	179211.59509301942	273791.1519035184	297166.70505772706	273707.719295461	226697.10904024527
chr17	29388.750857922994	187222.35052488543	331901.6722593114	322602.6055432986	369210.31283374625	261126.25234810883
chr18	17545.116949618703	177790.71697947144	212155.90919683027	278272.7772276601	186020.31355318776	237182.14487381754
chr19	25187.335211687256	128720.50463905375	232125.1582695812	251647.1539157484	300952.76715441816	150834.68881009246
chr20	20195.183662538235	153783.24153850487	222478.88655488144	239863.34975094703	204986.48626295995	232984.31432722462
chr21	8484.306563691514	75256.2583883354	96861.53546903055	129817.32055836466	92434.60736444547	83364.38075234844
chr22	14186.219412511402	84810.87920206363	152706.65675037506	135295.7574214418	163738.97614774457	120389.80478938091
chrX	27523.89786420054	304311.56161128765	298608.0719307766	529103.2036774968	274252.08856074704	360532.3782990477
chrY	0.0	0.0	0.0	0.0	0.0	0.0
